t_c | Gold: nepal (84.0,28.0) | Model: nepal (84.0,28.0) p = 0
t_i | Gold: italy (12.8333333,42.8333333) | Model: italy (-79.54111,33.44833) p = 4123
t_i | Gold: australia (135.0,-25.0) | Model: australia (-81.1361111,22.5008333) p = 64100
t_i | Gold: netherlands (5.75,52.5) | Model: netherlands (-89.75111,36.29917) p = 9633
t_i | Gold: germany (10.5,51.5) | Model: germany (9.0,51.0) p = 0
t_c | Gold: belgium (4.0,50.8333333) | Model: belgium (4.0,50.833333333333336) p = 0
t_i | Gold: italy (12.8333333,42.8333333) | Model: italy (-79.54111,33.44833) p = 4123
t_c | Gold: belgium (4.0,50.8333333) | Model: belgium (4.0,50.833333333333336) p = 0
t_i | Gold: italy (12.8333333,42.8333333) | Model: italy (-79.54111,33.44833) p = 4123
t_c | Gold: belgium (4.0,50.8333333) | Model: belgium (4.0,50.833333333333336) p = 0
t_i | Gold: usa (-97.0,38.0) | Model: usa (33.1555556,53.7355556) p = 2077
t_i | Gold: usa (-97.0,38.0) | Model: usa (33.1555556,53.7355556) p = 2077
#############################################
t_i | Gold: berlin (13.4,52.5166667) | Model: berlin (-88.5,14.8333333) p = 245
t_i | Gold: london (-0.1,51.5166667) | Model: london (-88.4333333,17.9833333) p = 208
t_i | Gold: berlin (13.4,52.5166667) | Model: berlin (-88.5,14.8333333) p = 245
t_i | Gold: canada (-96.0,60.0) | Model: canada (-88.2,15.0166667) p = 1350
t_i | Gold: berlin (13.4,52.5166667) | Model: berlin (-88.5,14.8333333) p = 245
t_i | Gold: berlin (13.4,52.5166667) | Model: berlin (-88.5,14.8333333) p = 245
#############################################
t_c | Gold: turkey (35.0,39.0) | Model: turkey (35.0,39.0) p = 0
t_c | Gold: ankara (32.8333333,39.9166667) | Model: ankara (32.8644444,39.9272222) p = 668
t_c | Gold: turkey (35.0,39.0) | Model: turkey (35.0,39.0) p = 0
#############################################
t_c | Gold: chechnya (45.7,43.3) | Model: null
t_i | Gold: warsaw (21.0,52.25) | Model: warsaw (-75.61639,41.43972) p = 660
t_c | Gold: chechnya (45.7,43.3) | Model: null
t_c | Gold: chechnya (45.7,43.3) | Model: null
t_i | Gold: russia (100.0,60.0) | Model: russia (-75.0825,43.25861) p = 1003
t_i | Gold: moscow (37.6155556,55.7522222) | Model: moscow (-84.51,42.04944) p = 730
t_c | Gold: chechnya (45.7,43.3) | Model: null
t_i | Gold: russia (100.0,60.0) | Model: russia (-75.0825,43.25861) p = 1003
t_i | Gold: russia (100.0,60.0) | Model: russia (-75.0825,43.25861) p = 1003
t_i | Gold: russia (100.0,60.0) | Model: russia (-75.0825,43.25861) p = 1003
t_i | Gold: moscow (37.6155556,55.7522222) | Model: moscow (-84.51,42.04944) p = 730
t_i | Gold: poland (20.0,52.0) | Model: poland (-75.06167,43.22556) p = 439
#############################################
t_c | Gold: geneva (6.1666667,46.2) | Model: geneva (6.1666667,46.2) p = 171000
t_c | Gold: norway (10.0,62.0) | Model: norway (10.0,62.0) p = 0
t_i | Gold: england (-2.0,53.0) | Model: england (8.8833333,54.4833333) p = 713
t_c | Gold: sweden (15.0,62.0) | Model: sweden (15.0,62.0) p = 0
t_c | Gold: norway (10.0,62.0) | Model: norway (10.0,62.0) p = 0
t_i | Gold: england (-2.0,53.0) | Model: england (8.8833333,54.4833333) p = 713
t_c | Gold: sweden (15.0,62.0) | Model: sweden (15.0,62.0) p = 0
t_c | Gold: norway (10.0,62.0) | Model: norway (10.0,62.0) p = 0
t_i | Gold: england (-2.0,53.0) | Model: england (8.8833333,54.4833333) p = 713
t_c | Gold: sweden (15.0,62.0) | Model: sweden (15.0,62.0) p = 0
t_c | Gold: faroe islands (-7.0,62.0) | Model: faroe islands (-7.0,62.0) p = 0
t_i | Gold: wales (-3.5,52.5) | Model: wales (-1.2833333,53.3333333) p = 5991
t_c | Gold: estonia (26.0,59.0) | Model: estonia (26.0,59.0) p = 0
t_c | Gold: ireland (-8.0,53.3333333) | Model: ireland (-8.0,53.0) p = 0
t_c | Gold: belarus (28.0,53.0) | Model: belarus (28.0,53.0) p = 0
t_c | Gold: iceland (-18.0,65.0) | Model: iceland (-18.0,65.0) p = 0
t_c | Gold: netherlands (5.75,52.5) | Model: netherlands (5.75,52.5) p = 0
t_c | Gold: denmark (10.0,56.0) | Model: denmark (10.0,56.0) p = 0
t_i | Gold: germany (-0.0,51.0) | Model: germany (23.2833333,55.4166667) p = 124
t_i | Gold: scotland (-4.0,56.0) | Model: scotland (-70.35611,43.79056) p = 15386
t_c | Gold: latvia (25.0,57.0) | Model: latvia (25.0,57.0) p = 0
t_i | Gold: moldova (29.0,47.0) | Model: moldova (25.4,47.5333333) p = 3010
t_c | Gold: yugoslavia (20.75,43.75) | Model: null
t_c | Gold: belgium (4.0,50.8333333) | Model: belgium (4.0,50.833333333333336) p = 0
t_c | Gold: luxembourg (6.1666667,49.75) | Model: luxembourg (6.166666666666667,49.75) p = 0
t_c | Gold: france (2.0,46.0) | Model: france (2.0,46.0) p = 0
t_c | Gold: israel (34.75,31.5) | Model: israel (34.75,31.5) p = 0
t_c | Gold: switzerland (8.0,47.0) | Model: switzerland (8.0,47.0) p = 0
t_c | Gold: slovakia (19.5,48.6666667) | Model: slovakia (19.5,48.666666666666664) p = 0
t_c | Gold: poland (20.0,52.0) | Model: poland (20.0,52.0) p = 0
t_c | Gold: portugal (-8.0,39.5) | Model: portugal (-8.0,39.5) p = 0
t_c | Gold: georgia (43.5,42.0) | Model: georgia (43.5,42.0) p = 0
t_c | Gold: ukraine (32.0,49.0) | Model: ukraine (32.0,49.0) p = 0
t_c | Gold: spain (-4.0,40.0) | Model: spain (-4.0,40.0) p = 0
t_c | Gold: finland (26.0,64.0) | Model: finland (26.0,64.0) p = 0
t_i | Gold: macedonia (-0.0,71.0) | Model: macedonia (21.0666667,45.5166667) p = 1500
t_c | Gold: lithuania (24.0,56.0) | Model: lithuania (24.0,56.0) p = 0
t_c | Gold: austria (13.3333333,47.3333333) | Model: austria (13.333333333333334,47.333333333333336) p = 0
t_i | Gold: russia (-0.0,60.0) | Model: russia (-73.7825,44.67361) p = 1003
t_c | Gold: romania (25.0,46.0) | Model: romania (25.0,46.0) p = 0
t_c | Gold: turkey (35.0,39.0) | Model: turkey (35.0,39.0) p = 0
t_c | Gold: hungary (20.0,47.0) | Model: hungary (20.0,47.0) p = 0
t_c | Gold: czech republic (15.0,49.75) | Model: czech republic (15.5,49.75) p = 0
t_c | Gold: greece (22.0,39.0) | Model: greece (22.0,39.0) p = 0
t_c | Gold: northern ireland (-6.5,54.5) | Model: null
t_c | Gold: italy (12.8333333,42.8333333) | Model: italy (12.833333333333334,42.833333333333336) p = 0
t_i | Gold: cyprus (-0.0,35.0) | Model: cyprus (33.0,35.0) p = 0
t_c | Gold: armenia (45.0,40.0) | Model: armenia (45.0,40.0) p = 0
t_c | Gold: slovenia (15.1666667,46.25) | Model: slovenia (14.816666666666666,46.11666666666667) p = 0
t_c | Gold: croatia (15.5,45.1666667) | Model: croatia (15.5,45.166666666666664) p = 0
t_i | Gold: bulgaria (25.0,43.0) | Model: bulgaria (12.3269444,44.1297222) p = 1033
t_i | Gold: malta (14.4333333,35.9166667) | Model: malta (15.9830556,44.5325) p = 31
#############################################
t_i | Gold: lisbon (-9.1333333,38.7166667) | Model: lisbon (-78.52722,34.51694) p = 148
t_i | Gold: portugal (-8.0,39.5) | Model: portugal (-85.25,11.0833333) p = 2949
t_i | Gold: armenia (45.0,40.0) | Model: armenia (-81.29306,34.76833) p = 897
t_i | Gold: italy (12.8333333,42.8333333) | Model: italy (-79.54111,33.44833) p = 4123
#############################################
t_i | Gold: milan (9.5,45.5) | Model: milan (-93.125,40.20222) p = 1747
t_i | Gold: cologne (9.9333333,45.5833333) | Model: cologne (-93.78111,44.77167) p = 638
#############################################
t_c | Gold: thailand (100.0,15.0) | Model: thailand (100.0,15.0) p = 0
t_c | Gold: bangkok (100.5166667,13.75) | Model: bangkok (100.5166667,13.75) p = 7052
t_i | Gold: amsterdam (4.9166667,52.35) | Model: amsterdam (30.6666667,-26.6166667) p = 357
t_c | Gold: bangkok (100.5166667,13.75) | Model: bangkok (100.5166667,13.75) p = 7052
#############################################
t_i | Gold: amsterdam (4.9166667,52.35) | Model: amsterdam (-84.43583,30.72722) p = 17409
#############################################
t_i | Gold: new york (-74.00639,40.71417) | Model: new york (-88.3666667,14.8) p = 5000
t_i | Gold: florida (-81.68751,28.06163) | Model: florida (-88.3666667,13.85) p = 469
#############################################
t_i | Gold: france (2.0,46.0) | Model: france (-111.27444,43.9725) p = 476
t_i | Gold: paris (5.7333333,45.6333333) | Model: paris (-111.40028,42.22722) p = 593
t_i | Gold: paris (5.7333333,45.6333333) | Model: paris (-111.40028,42.22722) p = 593
#############################################
#############################################
t_c | Gold: lahore (74.4011111,31.5216667) | Model: lahore (74.3436111,31.5497222) p = 517
t_i | Gold: islamabad (73.1666667,33.6666667) | Model: islamabad (74.0666667,32.5972222) p = 4329
t_c | Gold: lahore (74.4011111,31.5216667) | Model: lahore (74.3436111,31.5497222) p = 517
t_c | Gold: punjab (72.0,31.0) | Model: null
t_c | Gold: punjab (72.0,31.0) | Model: null
#############################################
t_i | Gold: spain (-4.0,40.0) | Model: spain (-83.53806,30.86444) p = 2682
#############################################
t_i | Gold: malawi (35.1833333,-16.9166667) | Model: malawi (47.7697222,33.2330556) p = 1149
t_c | Gold: blantyre (35.0,-15.7833333) | Model: blantyre (35.0,-15.7833333) p = 385
t_i | Gold: malawi (35.1833333,-16.9166667) | Model: malawi (47.7697222,33.2330556) p = 1149
t_i | Gold: malawi (35.1833333,-16.9166667) | Model: malawi (47.7697222,33.2330556) p = 1149
#############################################
t_i | Gold: baltimore (-76.6125,39.29028) | Model: baltimore (-88.7,15.7833333) p = 7700
t_i | Gold: boston (-71.06028,42.35833) | Model: boston (-94.28167,37.41278) p = 7562
t_c | Gold: seattle (-122.33083,47.60639) | Model: seattle (-122.33083,47.60639) p = 520947
t_i | Gold: minnesota (-93.355,46.43515) | Model: minnesota (-122.48778,40.66222) p = 55927
t_i | Gold: new york (-74.00639,40.71417) | Model: new york (-107.52667,35.05861) p = 958
t_c | Gold: kansas city (-94.62722,39.11417) | Model: kansas city (-94.62722,39.11417) p = 142630
#############################################
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
t_c | Gold: manchester (-2.2166667,53.5) | Model: manchester (-2.2166667,53.5) p = 39
t_i | Gold: england (-2.0,53.0) | Model: england (22.4833333,63.3166667) p = 713
t_i | Gold: england (-2.0,53.0) | Model: england (22.4833333,63.3166667) p = 713
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
t_i | Gold: england (-2.0,53.0) | Model: england (22.4833333,63.3166667) p = 713
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
#############################################
t_i | Gold: new york (-74.00639,40.71417) | Model: new york (-87.20083,30.83833) p = 17778
#############################################
t_i | Gold: uk (-4.0,54.0) | Model: uk (57.2616667,54.9472222) p = 3210
t_c | Gold: london (-0.1,51.5166667) | Model: london (-0.1166667,51.5) p = 208
t_c | Gold: london (-0.1,51.5166667) | Model: london (-0.1166667,51.5) p = 208
t_c | Gold: london (-0.1,51.5166667) | Model: london (-0.1166667,51.5) p = 208
t_c | Gold: heathrow (-0.45,51.4666667) | Model: heathrow (-0.45,51.4666667) p = 297
t_c | Gold: gatwick (-0.1833333,51.1666667) | Model: gatwick (-0.1833333,51.1666667) p = 533
t_c | Gold: stansted (0.3,51.3166667) | Model: stansted (0.3,51.3166667) p = 172
t_c | Gold: heathrow (-0.45,51.4666667) | Model: heathrow (-0.45,51.4666667) p = 297
t_c | Gold: gatwick (-0.1833333,51.1666667) | Model: gatwick (-0.1833333,51.1666667) p = 533
#############################################
t_c | Gold: kiev (30.5166667,50.4333333) | Model: kiev (30.5166667,50.4333333) p = 572
t_c | Gold: ukraine (32.0,49.0) | Model: ukraine (32.0,49.0) p = 0
#############################################
t_i | Gold: london (-0.1,51.5166667) | Model: london (-84.08333,37.12889) p = 7201
#############################################
t_i | Gold: washington (-77.03667,38.895) | Model: washington (-82.73944,33.73667) p = 4494
#############################################
t_i | Gold: london (-0.1,51.5166667) | Model: london (-84.08333,37.12889) p = 7201
#############################################
t_i | Gold: france (2.0,46.0) | Model: france (-111.27444,43.9725) p = 476
t_i | Gold: paris (2.3333333,48.8666667) | Model: paris (-111.40028,42.22722) p = 593
#############################################
t_c | Gold: iraq (44.0,33.0) | Model: iraq (44.0,33.0) p = 0
t_c | Gold: baghdad (44.3938889,33.3386111) | Model: baghdad (44.3938889,33.3386111) p = 8648
t_c | Gold: istanbul (28.9647222,41.0186111) | Model: istanbul (28.9647222,41.0186111) p = 3804
t_i | Gold: ankara (32.8333333,39.9166667) | Model: ankara (43.4,42.55) p = 668
t_c | Gold: iraq (44.0,33.0) | Model: iraq (44.0,33.0) p = 0
t_c | Gold: iraq (44.0,33.0) | Model: iraq (44.0,33.0) p = 0
t_c | Gold: jordan (36.0,31.0) | Model: jordan (36.0,31.0) p = 0
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_c | Gold: iraq (44.0,33.0) | Model: iraq (44.0,33.0) p = 0
t_c | Gold: iraq (44.0,33.0) | Model: iraq (44.0,33.0) p = 0
t_c | Gold: iraq (44.0,33.0) | Model: iraq (44.0,33.0) p = 0
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_i | Gold: iran (53.0,32.0) | Model: iran (44.0841667,43.3102778) p = 210
t_c | Gold: iraq (44.0,33.0) | Model: iraq (44.0,33.0) p = 0
t_c | Gold: jordan (36.0,31.0) | Model: jordan (36.0,31.0) p = 0
#############################################
t_i | Gold: carlsbad (-117.34972,33.15806) | Model: carlsbad (-100.64306,31.60528) p = 104
t_i | Gold: california (-119.257,37.26842) | Model: california (-99.7494444,25.3138889) p = 875
t_i | Gold: japan (138.0,36.0) | Model: japan (-91.30583,38.23917) p = 302
t_i | Gold: spain (-4.0,40.0) | Model: spain (-97.78556,45.70306) p = 265
#############################################
t_i | Gold: montana (-110.05062,46.67912) | Model: montana (-93.0125,18.425) p = 4
t_i | Gold: new york (-74.00639,40.71417) | Model: new york (-93.2333333,16.2666667) p = 5000
t_i | Gold: montana (-110.05062,46.67912) | Model: montana (-93.0125,18.425) p = 4
#############################################
t_i | Gold: new york (-74.00639,40.71417) | Model: new york (-87.20083,30.83833) p = 17778
#############################################
t_c | Gold: london (-0.1,51.5166667) | Model: london (-0.1166667,51.5) p = 208
t_i | Gold: colchester (0.9,51.8833333) | Model: colchester (-73.14833,44.54389) p = 317
t_i | Gold: cardiff (-3.2,51.5) | Model: cardiff (-76.33806,39.71722) p = 3808
t_i | Gold: leicester (-1.1333333,52.6333333) | Model: leicester (-73.10833,43.86667) p = 1606
t_c | Gold: northampton (-0.8833333,52.15) | Model: northampton (-0.8833333,52.25) p = 464
t_i | Gold: worcester (-2.2,52.2) | Model: worcester (-71.80278,42.2625) p = 165387
#############################################
t_i | Gold: amsterdam (4.9166667,52.35) | Model: amsterdam (-84.43583,30.72722) p = 17409
#############################################
t_i | Gold: paris (2.3333333,48.8666667) | Model: paris (-84.25306,38.20972) p = 8928
#############################################
t_i | Gold: athens (23.7333333,37.9833333) | Model: athens (-84.36417,37.94917) p = 23962
#############################################
t_i | Gold: washington (-77.03667,38.895) | Model: washington (-82.73944,33.73667) p = 4494
#############################################
t_i | Gold: toronto (-79.4166667,43.6666667) | Model: toronto (38.1,-4.9) p = 6413
t_i | Gold: south africa (26.0,-30.0) | Model: south africa (24.0,-29.0) p = 0
t_i | Gold: britain (-4.0,54.0) | Model: britain (-77.69722,39.25278) p = 18069
t_i | Gold: chile (-71.0,-30.0) | Model: chile (29.6108333,41.1747222) p = 8939
t_c | Gold: czech republic (15.0,49.75) | Model: czech republic (15.5,49.75) p = 0
t_c | Gold: sweden (15.0,62.0) | Model: sweden (15.0,62.0) p = 0
t_c | Gold: czech republic (15.0,49.75) | Model: czech republic (15.5,49.75) p = 0
t_i | Gold: australia (135.0,-25.0) | Model: australia (-75.5322222,20.1063889) p = 64100
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_c | Gold: france (2.0,46.0) | Model: france (2.0,46.0) p = 0
t_i | Gold: australia (135.0,-25.0) | Model: australia (-75.5322222,20.1063889) p = 64100
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_c | Gold: sweden (15.0,62.0) | Model: sweden (15.0,62.0) p = 0
t_i | Gold: australia (135.0,-25.0) | Model: australia (-75.5322222,20.1063889) p = 64100
t_i | Gold: canada (-96.0,60.0) | Model: canada (1.7833333,48.9333333) p = 1350
#############################################
t_i | Gold: las cruces (-106.77778,32.31222) | Model: las cruces (-78.3161111,21.0238889) p = 3480
t_i | Gold: venezuela (-66.0,8.0) | Model: venezuela (-78.7963889,21.7352778) p = 1450
t_i | Gold: new mexico (-106.02717,34.17184) | Model: new mexico (-76.94917,39.60333) p = 2868
t_i | Gold: los angeles (-118.24278,34.05222) | Model: los angeles (-78.4547222,21.8866667) p = 748
t_i | Gold: new mexico (-106.02717,34.17184) | Model: new mexico (-76.94917,39.60333) p = 2868
t_i | Gold: las cruces (-120.22806,34.50806) | Model: las cruces (-78.3161111,21.0238889) p = 3480
t_i | Gold: venezuela (-66.0,8.0) | Model: venezuela (-78.7963889,21.7352778) p = 1450
t_i | Gold: las vegas (-115.13639,36.175) | Model: las vegas (-80.1986111,21.9875) p = 838
t_i | Gold: los angeles (-118.24278,34.05222) | Model: los angeles (-78.4547222,21.8866667) p = 748
t_i | Gold: venezuela (-66.0,8.0) | Model: venezuela (-78.7963889,21.7352778) p = 1450
t_i | Gold: venezuela (-66.0,8.0) | Model: venezuela (-78.7963889,21.7352778) p = 1450
#############################################
t_c | Gold: frankfurt (8.6636111,50.1308333) | Model: frankfurt (8.6833333,50.1166667) p = 20
#############################################
t_i | Gold: london (-0.1,51.5166667) | Model: london (-84.08333,37.12889) p = 7201
#############################################
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_i | Gold: managua (-86.2683333,12.1508333) | Model: managua (-89.2,15.2) p = 410
t_i | Gold: nicaragua (-85.0,13.0) | Model: nicaragua (-92.25,14.95) p = 200
t_c | Gold: united states (-97.0,38.0) | Model: united states (-97.0,38.0) p = 0
t_c | Gold: taiwan (121.0,23.5) | Model: taiwan (121.0,23.5) p = 0
t_i | Gold: washington (-77.03667,38.895) | Model: washington (-97.05056,39.81806) p = 1277
#############################################
t_c | Gold: ukraine (32.0,49.0) | Model: ukraine (32.0,49.0) p = 0
t_c | Gold: ukraine (32.0,49.0) | Model: ukraine (32.0,49.0) p = 0
t_c | Gold: kiev (30.5166667,50.4333333) | Model: kiev (30.5166667,50.4333333) p = 572
t_c | Gold: ukraine (32.0,49.0) | Model: ukraine (32.0,49.0) p = 0
t_c | Gold: ukraine (32.0,49.0) | Model: ukraine (32.0,49.0) p = 0
t_c | Gold: ukraine (32.0,49.0) | Model: ukraine (32.0,49.0) p = 0
